created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 16 23:54:38 +0000 2023;1725301380259438750;"@Prihati_utami @gibran_tweet kayanya ya kayanya mau test ombak dulu deh";0;0;0;0;in;1712176489066876930;1725010094541410545;zeatilles;https://twitter.com/zeatilles/status/1725301380259438750
Thu Nov 16 23:54:22 +0000 2023;1725301312848572431;"@d_wahjoe_p @gibran_tweet Awikwok wkwkw";0;0;0;0;in;247536987;1725024318739120371;wekabaka;https://twitter.com/wekabaka/status/1725301312848572431
Thu Nov 16 23:54:20 +0000 2023;1725301305093271729;"@DokterTifa @gibran_tweet Titisan bapake..😂😂😇🙏";0;0;0;0;ht;1445211958173597703;1724974374544154697;AaDhaniFitriady;https://twitter.com/AaDhaniFitriady/status/1725301305093271729
Thu Nov 16 23:54:18 +0000 2023;1725301297564504108;"@pei_prillie @Lukmanul_hak11m @dtono88 @gibran_tweet bokep";0;1;0;0;in;890929452;1725024318739120371;diarybubblie;https://twitter.com/diarybubblie/status/1725301297564504108
Thu Nov 16 23:54:13 +0000 2023;1725301275091427527;"@Prihati_utami @gibran_tweet Urat malunya sudah gak ada yang penting bisa dapat jabatan tinggi.";0;0;0;1;in;1704581641102884864;1725010094541410545;AvalynnRal62964;https://twitter.com/AvalynnRal62964/status/1725301275091427527
Thu Nov 16 23:53:58 +0000 2023;1725301215167451162;"Dua Screen Shot ini hakikatnya merupakan refleksi dari “PRABOWO - GIBRAN”, jika kelak pasangan ini BERKUASA.  Silahkan cermati dan nilai sendiri..!!. https://t.co/GmpD5ibs5u";2;21;87;171;in;992488238609678336;1725301215167451162;Naz_lira;https://twitter.com/Naz_lira/status/1725301215167451162
Thu Nov 16 23:53:57 +0000 2023;1725301210025218534;"@DokterTifa @gibran_tweet Pendidikan setara ibu2 PKK jgn disuruh mewakili negara lah. Bisa rusak citra Republik ini. Kalau otak tidak kompeten dan minim ilmu mending ga usah dipaksa, tau malu sedikit, minder sama Lambang Garuda !";0;0;0;0;in;187641074;1724974374544154697;jamessuselo;https://twitter.com/jamessuselo/status/1725301210025218534
Thu Nov 16 23:53:53 +0000 2023;1725301192660746725;"@are_inismyname @gibran_tweet @Alie_Fahnoor @AlmaghribiS @azissubekti @BANGSAygSUJUD @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Royan_02 @florieliciouss @Bank_Joee_ Mau2 nya Emil Dardak.";0;1;0;2;in;297773772;1725234587352383528;purwantoraharjo;https://twitter.com/purwantoraharjo/status/1725301192660746725
Thu Nov 16 23:53:49 +0000 2023;1725301176676364370;"@Prihati_utami @gibran_tweet ya mungkin emg pengen mencalonkan sajaa";0;0;0;0;in;1712181619254243328;1725010094541410545;seaphilles;https://twitter.com/seaphilles/status/1725301176676364370
Thu Nov 16 23:53:37 +0000 2023;1725301127217115403;"@Prihati_utami @gibran_tweet Kepanjangan tweetnya 🤭, palingan si pemuda songong itu jawabnya: "Enggak apa-apa 🙏🙏".  🤦...🤣mkmkmk🤣mkmkmk🤣mkmkmk🤣";0;0;0;0;in;1661728069433036800;1725010094541410545;ShahibSihab01;https://twitter.com/ShahibSihab01/status/1725301127217115403
Thu Nov 16 23:53:30 +0000 2023;1725301097588543990;"@Prihati_utami @gibran_tweet lelah mikirin orang satu ini,  sya mau fokus saja untuk pemenagan ganjar mahfud.  bismillah menang total 🤟";0;0;0;0;in;1625339085970890753;1725010094541410545;BebiMo95;https://twitter.com/BebiMo95/status/1725301097588543990
Thu Nov 16 23:52:56 +0000 2023;1725300955489685838;"@TeddGus @prabowo @gibran_tweet Kalau gibran bukan anak presiden aku gak yakin akan dicalonkan jadi wapres";0;0;0;0;in;1548818250397794304;1724993777696444604;iswantoismet3;https://twitter.com/iswantoismet3/status/1725300955489685838
Thu Nov 16 23:52:56 +0000 2023;1725300952251629608;"@Andriyanqq @gibran_tweet Nyawapres kok Mentri🤭🤭🤭";0;0;0;0;in;834445922473897985;1725126339077034321;mangtoha17;https://twitter.com/mangtoha17/status/1725300952251629608
Thu Nov 16 23:52:51 +0000 2023;1725300931267621299;"@Prihati_utami @gibran_tweet Itu pun pertanyaan yang selalu saya tanya kan kepada diri sendiri. Knapa yaaa Gibran tetep kekeuh untuk menjadi cawapres disaat MKMK sudah menyatakan adanya pelanggaran etika, apa ga malunya dia? Se ambisius itu kah untuk jadi cawapres drngan menghalalkan segara caraa?";0;0;0;0;in;1717549476876070912;1725010094541410545;akusimanisss;https://twitter.com/akusimanisss/status/1725300931267621299
Thu Nov 16 23:52:46 +0000 2023;1725300913425051959;"@_escobar______ @bumnbersatu @gibran_tweet @jokowi @prabowo Arief : ya ga gini jg..video ini kan dibuat wkt sy lg kerasukan";0;1;0;0;in;2292624098;1725031032511148431;RAbdinyo;https://twitter.com/RAbdinyo/status/1725300913425051959
Thu Nov 16 23:52:46 +0000 2023;1725300911164342702;"@HmfaqihA @IbiNK_2024 @gibran_tweet Suara di twitter yg ribut ttg Gibran ibarat "badai dlm secangkir kopi".gak ada effek nya ke masyrkt bawah,setelah putusan MK hampir di semua survey Prabowo-Gib selalu unggul jauh.  Masyrkt kecil udah menikmati kebijakan Jokowi,contoh nya di pedesaan mereka sgt senang dgn JOKOWI.";0;2;0;0;in;1201774921686192128;1722985802051842497;wiliam999;https://twitter.com/wiliam999/status/1725300911164342702
Thu Nov 16 23:52:37 +0000 2023;1725300874233495898;"@khopay66 @gibran_tweet Martabak";0;0;0;0;eu;1327593397725458432;1725025907008754086;BoedimanM;https://twitter.com/BoedimanM/status/1725300874233495898
Thu Nov 16 23:52:37 +0000 2023;1725300873298080248;"@Gi_N0ng @TeddGus @prabowo @gibran_tweet Wkwkwwkw😜😜";0;0;0;0;in;1427982558394929155;1724993777696444604;Daglek88776074;https://twitter.com/Daglek88776074/status/1725300873298080248
Thu Nov 16 23:52:21 +0000 2023;1725300806654755241;"@tvOneNews Mulai orang2 primitif bicara ngawur, Mas Gibran nggak usage didengirin";0;2;0;1;in;948899720;1725212298569290233;wasitoroesmanto;https://twitter.com/wasitoroesmanto/status/1725300806654755241
Thu Nov 16 23:52:12 +0000 2023;1725300768813801916;"@Gi_N0ng @TeddGus @prabowo @gibran_tweet Wkwkwkww😜😜";0;0;0;0;in;1427982558394929155;1724993777696444604;Daglek88776074;https://twitter.com/Daglek88776074/status/1725300768813801916
Thu Nov 16 23:51:59 +0000 2023;1725300716183646512;"@Ghurem2 Anak yg lebih berprestasi dari Gibran 🤭";0;0;0;0;in;1603566784035966977;1725291015261880541;Hansens05;https://twitter.com/Hansens05/status/1725300716183646512
Thu Nov 16 23:51:53 +0000 2023;1725300688471859685;"@Miduk17 Ya dah ndak usah nyoblos Gibran kalau ndak suka. Gitu aja kok repot. Heuheuheu";0;0;0;0;in;1157528354;1725282883873693862;yunantyo_yas;https://twitter.com/yunantyo_yas/status/1725300688471859685
Thu Nov 16 23:51:50 +0000 2023;1725300677457690733;"@TeddGus @prabowo @gibran_tweet Dihhh... siapa yg menghujat,..,MK yg dirusak malah ngajak taruhan. Sudahlah kalian fokus saja dgn anak muda yg manis itu. 🤟🤟🤟☕️☕️☕️";0;0;0;0;in;1325341609668481025;1724993777696444604;Ferdina07007029;https://twitter.com/Ferdina07007029/status/1725300677457690733
Thu Nov 16 23:51:39 +0000 2023;1725300631303274646;"@are_inismyname @rinnjanni @lea323lea @gibran_tweet @Alie_Fahnoor @AlmaghribiS @azissubekti @BANGSAygSUJUD @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Royan_02 @florieliciouss @Bank_Joee_ Oh Gibran toh?! Pantes goblok";0;5;1;8;tl;86311144;1725234587352383528;madrid_jkt58;https://twitter.com/madrid_jkt58/status/1725300631303274646
Thu Nov 16 23:51:35 +0000 2023;1725300613993689244;"@ParmantoAgung @bobopresto @gibran_tweet Konoha ya indo blog, bukan pdip 😡";0;1;0;0;in;954533052;1725024318739120371;KRUSTYKRABKU;https://twitter.com/KRUSTYKRABKU/status/1725300613993689244
Thu Nov 16 23:51:28 +0000 2023;1725300584205730199;"@are_inismyname @gibran_tweet @Alie_Fahnoor @AlmaghribiS @azissubekti @BANGSAygSUJUD @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Royan_02 @florieliciouss @Bank_Joee_ https://t.co/95N3myjlku";0;0;0;0;qme;267511699;1725234587352383528;budi_kuntarto;https://twitter.com/budi_kuntarto/status/1725300584205730199
Thu Nov 16 23:51:22 +0000 2023;1725300557743784103;"@gibran_tweet Opooo ikiii";0;0;0;0;tl;1291187056853397504;1725024318739120371;gilagil_;https://twitter.com/gilagil_/status/1725300557743784103
Thu Nov 16 23:51:19 +0000 2023;1725300546004041965;"@Araghutama Kaesang dan Gibran?";0;0;0;0;tl;1252247274006044674;1725297417363640322;muldirun;https://twitter.com/muldirun/status/1725300546004041965
Thu Nov 16 23:51:16 +0000 2023;1725300534780039524;"@andre_rosiade Paman gibran koq ga diajak ya ???";0;0;0;0;in;1603597903993262080;1724974556325269943;SB23991547;https://twitter.com/SB23991547/status/1725300534780039524
Thu Nov 16 23:51:11 +0000 2023;1725300512848069012;"@KenapeAje @GunRomli @SBYudhoyono @TeddGus @alextham878 @Lembayung071 @bengkeldodo @kurawa @datuakrajoangek @99propaganda @jokowi @gibran_tweet @kaesangp @prabowo @kikysaputrii @adearmando61 @KerjaHasil_id @sukmawijaya91 @LukasLae @AndreasSolusi @kartarahardja @EricRicaldo Pak SBY maksud loe?.";0;1;0;0;in;1634448319111114753;1708655498613145692;PutraPe24992947;https://twitter.com/PutraPe24992947/status/1725300512848069012
Thu Nov 16 23:51:09 +0000 2023;1725300505298256233;"@gibran_tweet Mantap mas Gibran 😁";0;0;0;0;tl;1413425247227834377;1725024318739120371;18Tarinah;https://twitter.com/18Tarinah/status/1725300505298256233
Thu Nov 16 23:50:58 +0000 2023;1725300457508360356;"@gibran_tweet mas wong kui njaluk di tendang ndase🙏";0;0;0;1;in;1298836005940690944;1723583909362069587;Irzaqn1;https://twitter.com/Irzaqn1/status/1725300457508360356
Thu Nov 16 23:50:57 +0000 2023;1725300454299705386;"@jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @aniesbaswedan @cakimiNOW @ZUL_Hasan @airlangga_hrt @SBYudhoyono @anismatta @Yusrilihza_Mhd";0;0;0;0;qam;1710041300077326336;1725300447710433577;GoInt2045;https://twitter.com/GoInt2045/status/1725300454299705386
Thu Nov 16 23:50:51 +0000 2023;1725300429465210949;"@psi_id Kerja cerdas Mas Gibran";0;0;0;0;in;1631698260237914114;1725021995786801220;guntur_jarot;https://twitter.com/guntur_jarot/status/1725300429465210949
Thu Nov 16 23:50:45 +0000 2023;1725300404895068543;"Kalau seandainya mas Gibran jadi wakil GP pasti isu isu Dinasti politik ga bergema.  Buzzer paling aneh sejauh ini ya cuma dari partai itu ga di tiktok, twitter, fb, instagram sama semua. Umur tua, muka tua, tapi kelakuan kayak anak-anak suka mengadu domba.";0;0;0;0;in;1307940014865567745;1725298761608687710;IsmailAziz29;https://twitter.com/IsmailAziz29/status/1725300404895068543
Thu Nov 16 23:50:02 +0000 2023;1725300224388940071;"just a random thought. gue kalo jadi gibran rakabuming kayaknya kagak bakal kuat, bcs dude..... these people's comments directed right at him are so damn harsh. esp when he is very active in socmed";0;0;0;0;en;1610236285167489024;1725300224388940071;fieindfyre;https://twitter.com/fieindfyre/status/1725300224388940071
Thu Nov 16 23:49:44 +0000 2023;1725300149919088670;"@are_inismyname @gibran_tweet @Alie_Fahnoor @AlmaghribiS @azissubekti @BANGSAygSUJUD @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Royan_02 @florieliciouss @Bank_Joee_ suruh masuk gorong gorong juga. jangan sampai lupa.";0;1;0;0;in;1313031130375831552;1725234587352383528;hidup_di_bumi;https://twitter.com/hidup_di_bumi/status/1725300149919088670
Thu Nov 16 23:49:34 +0000 2023;1725300105878909156;"Kualifikasi Piala Dunia 2026: Timnas Indonesia Kalah Telak 1-5 Atas Irak  Klo Indonesia Mau Juara Dunia,  Ganti ketua PSSI biar Gibran yg urus... Lebih Baik Pilih Bocah Ingusan Daripada Orang Tua Koruptor. 😂😂😂 https://t.co/1sEoB3lhxv https://t.co/YikYj8WMfr";2;12;11;23;in;2395238000;1725300105878909156;tijabar;https://twitter.com/tijabar/status/1725300105878909156
Thu Nov 16 23:49:31 +0000 2023;1725300093862232431;"@DokterTifa @gibran_tweet narasi ga mutu ngomong doang";0;0;0;0;in;1713871073819947008;1724974374544154697;ripandomain;https://twitter.com/ripandomain/status/1725300093862232431
Thu Nov 16 23:49:17 +0000 2023;1725300033195798670;"@xandreanda @gibran_tweet Nntn biar tau ceritanya😫";0;0;0;1;in;1514276453462188032;1725024318739120371;agusujana24;https://twitter.com/agusujana24/status/1725300033195798670
Thu Nov 16 23:49:16 +0000 2023;1725300028703731768;"@freddyarjuna @khopay66 @gibran_tweet Tinggal kau jawab dan kasih bukti  Kan gampang Hasilnya bagi berdua sama siteddy";0;0;0;0;in;1466721716646801409;1725025907008754086;AbieudinZ;https://twitter.com/AbieudinZ/status/1725300028703731768
Thu Nov 16 23:49:06 +0000 2023;1725299989642113059;"JILAT TUH MUNTAH SENDIRI....@gibran_tweet";0;0;0;0;in;1500321274119131139;1725299989642113059;andry_fardinal;https://twitter.com/andry_fardinal/status/1725299989642113059
Thu Nov 16 23:48:55 +0000 2023;1725299943169294472;"@Prihati_utami @gibran_tweet setuju bu, lebih baik mas gibran bertumbuh dulu dalam politik melihat usianya yg sangat masih muda";0;0;0;0;in;1704168895223869444;1725010094541410545;AdaHerring14560;https://twitter.com/AdaHerring14560/status/1725299943169294472
Thu Nov 16 23:48:46 +0000 2023;1725299903717638550;"@DokterTifa @gibran_tweet Bu dok kayak gak ada kerjaan aja, ngurusin hal yg beginian 😂😂😂, oh aksi bela alumni ya bu 😂😂😂";0;0;0;0;in;4766075412;1724968158430376346;raumplaung;https://twitter.com/raumplaung/status/1725299903717638550
Thu Nov 16 23:48:43 +0000 2023;1725299892992852424;"Kayanya yang ber ikhtiar  Paling menonjol  Bang Sandi  deh.. Saya dulu dukung terus tiap hari posting Supaya  kecolek   ngedampingi  Mas @ganjarpranowo Eh . Pak @jokowi Ngerubah Strategi. Saya sebagai  Pecinta beliau ikut manuver dong. Apalagi ada  @gibran_tweet Salam .....";0;2;0;2;in;1471327478496956416;1725299892992852424;EddiKusmana1;https://twitter.com/EddiKusmana1/status/1725299892992852424
Thu Nov 16 23:48:39 +0000 2023;1725299875515154744;"@Bambangmulyonoo @gibran_tweet ini org gmn si ??";0;0;0;1;in;48923484;1724987170082132345;oktorivan;https://twitter.com/oktorivan/status/1725299875515154744
Thu Nov 16 23:48:38 +0000 2023;1725299873162067986;"@khopay66 @gibran_tweet https://t.co/M3pLZZaKv2";0;0;0;0;qme;788908696306716672;1725025907008754086;adusila;https://twitter.com/adusila/status/1725299873162067986
Thu Nov 16 23:48:33 +0000 2023;1725299850709987752;"@wahyu332100 @Prihati_utami @gibran_tweet Kamu bisa baca kagak?  Mana ada saya sebut pelanggaran hukum?  Yg saya sebut itu "merubah" Aturan perundang-undangan yg tadinya tidak mengakomodir gibran menjadi aturan yg bisa mengakomodir si anak jokowi itu.  Makanya oleh jimly disebut pelanggaran etika hakim MK";0;1;0;0;in;1575861726028759040;1725010094541410545;PakBudi31571035;https://twitter.com/PakBudi31571035/status/1725299850709987752
Thu Nov 16 23:48:24 +0000 2023;1725299811505873364;"@firzahusainInc Iye, gibran cuma pemanis aje, kayak permen untuk menggoda para bocah...";0;0;0;0;in;1605709528028151808;1724999328274768026;WilmarkManik;https://twitter.com/WilmarkManik/status/1725299811505873364
Thu Nov 16 23:48:06 +0000 2023;1725299735333048578;"@Bambangmulyonoo @gibran_tweet Kan dari pihakmu juga yg selalu berkata "yg dikritik itu kan kebijakannya, bkn orgnya" .. "yg salah itu kan jabatannya, bkn individunya" bla bla bla bla 😜🤪";0;0;0;1;in;3277134913;1724987170082132345;Bunga_JyKesuma;https://twitter.com/Bunga_JyKesuma/status/1725299735333048578
Thu Nov 16 23:48:03 +0000 2023;1725299722607636895;"@Maruahalsiahaa2 @UmarSyadatHsb__ @gibran_tweet https://t.co/roQo7UquPj";0;0;0;0;qme;788908696306716672;1724798023782527142;adusila;https://twitter.com/adusila/status/1725299722607636895
Thu Nov 16 23:47:55 +0000 2023;1725299691863384265;"@DokterTifa @gibran_tweet Like father like son https://t.co/dzIfbr3G3Y";0;0;0;1;en;1464098365327691780;1724974374544154697;WahyuHadiWibow5;https://twitter.com/WahyuHadiWibow5/status/1725299691863384265
Thu Nov 16 23:47:53 +0000 2023;1725299684376498363;"@hsetiyawan1979 @gibran_tweet bacot kau mas";0;0;0;0;in;1305809346798837760;1723565892246860035;john14______;https://twitter.com/john14______/status/1725299684376498363
Thu Nov 16 23:47:53 +0000 2023;1725299680698057011;"Dan masih banyak lagi kejanggalan dan pernyataan aneh dari para buzzer yang merah merah itu. Mulai menggugat ke MK perihal politik Dinasti dan lain sebagainya. Kenapa baru sekarang? Takut kalah suara kah?  Atau karena mas Gibran bukan wakilnya GP makanya heboh pada berisik.";0;1;0;0;in;1307940014865567745;1725298761608687710;IsmailAziz29;https://twitter.com/IsmailAziz29/status/1725299680698057011
Thu Nov 16 23:47:49 +0000 2023;1725299666441617777;"@gibran_tweet Yah yg jd hokage shikamaru yg pinter tp pemalas, baru memimpin 3 th konoha rusuh dan g terkendali";0;0;0;0;in;1604670059518967808;1725024318739120371;rajmahveen;https://twitter.com/rajmahveen/status/1725299666441617777
Thu Nov 16 23:47:34 +0000 2023;1725299604411793644;"Om @KRMTRoySuryo dicek ijazah @gibran_tweet apakah studi lanjut atau kursus😂😂😂";0;0;0;0;in;1653142840254566400;1725299604411793644;gilang_ahm31272;https://twitter.com/gilang_ahm31272/status/1725299604411793644
Thu Nov 16 23:47:18 +0000 2023;1725299537735266392;"@pei_prillie @dtono88 @gibran_tweet Psi itu pesing, uyoh'e pesing. Ko itu koplak. Pat itu njepat.  Jadi artinya, wis uyoh'e pesing, koplak, untune njepat sisan.";0;1;0;0;in;1632981169791975426;1725024318739120371;petualangbangsa;https://twitter.com/petualangbangsa/status/1725299537735266392
Thu Nov 16 23:47:11 +0000 2023;1725299505782780150;"@rinnjanni @are_inismyname @lea323lea @gibran_tweet @Alie_Fahnoor @AlmaghribiS @azissubekti @BANGSAygSUJUD @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Royan_02 @florieliciouss @Bank_Joee_ Hahahahahaaaa....judul Sinetron, mendadak jadi babu !";0;0;0;0;in;2535449870;1725234587352383528;Tamps_J;https://twitter.com/Tamps_J/status/1725299505782780150
Thu Nov 16 23:47:11 +0000 2023;1725299504629624980;"@SeputarAHY @prabowo @gibran_tweet Pengen lihat Moeldoko dan AHY pake baju Demokrat bareng berkampanye menangkan si Bocil.";0;0;0;1;in;1478903352121384962;1725037752084033757;HermanDizo;https://twitter.com/HermanDizo/status/1725299504629624980
Thu Nov 16 23:47:10 +0000 2023;1725299504012996826;"@Dee43941803 @Dennysiregar7 @gibran_tweet @ruhutsitompul @PDI_Perjuangan @RaniKancana @SantorinisSun @saiful_mujani benar sekali.. ngeri !";0;0;0;0;in;116378447;1725287134050046177;dedimahardi;https://twitter.com/dedimahardi/status/1725299504012996826
Thu Nov 16 23:47:09 +0000 2023;1725299496224207331;"@TeddGus @prabowo @gibran_tweet Bobby";0;0;0;0;en;1111861738347982848;1724993777696444604;miss_deactivate;https://twitter.com/miss_deactivate/status/1725299496224207331
Thu Nov 16 23:46:50 +0000 2023;1725299417367097405;"@gibran_tweet https://t.co/03OXCqD6SC";0;0;0;0;qme;124728307;1725024318739120371;viroezkoe;https://twitter.com/viroezkoe/status/1725299417367097405
Thu Nov 16 23:46:42 +0000 2023;1725299385674629269;"@Fahd_Alshelaimi الان وقد عصيت";0;0;0;0;ar;4528685913;1725294176453992915;Gobran152015;https://twitter.com/Gobran152015/status/1725299385674629269
Thu Nov 16 23:46:40 +0000 2023;1725299374681641352;"@Prihati_utami @gibran_tweet Entahlah apa ada yg dipikiran si mas,,mungkin pengen jabatan kekuasaan yg tinggi";0;0;0;0;in;1702534725293010944;1725010094541410545;Altaf331295;https://twitter.com/Altaf331295/status/1725299374681641352
Thu Nov 16 23:46:17 +0000 2023;1725299278875394285;"@gibran_tweet Sinauo disik le, termasuk jaman orba ki koyok opo... Ojo nggege mongso tur keminter sajak wis mumpuni ilmune, padahal durung opo2 ✌🏻 https://t.co/gelfyfKk0T";0;3;1;9;in;1476124927;1725164989449654297;masgung1973;https://twitter.com/masgung1973/status/1725299278875394285
